,ANN,LSTM,RLS_Combiner
Train_RMSE,0.07270774917629073,0.05998619067750165,0.06777123250654965
Train_MAE,0.04949868992257139,0.03921585312535355,0.04577657292454196
Train_SMAPE,12.092697253215743,9.237018174627464,10.962003970415266
Val_RMSE,0.06970714229414902,0.06306616821791387,0.06552906674097302
Val_MAE,0.049701339905444515,0.04345644946629895,0.0461300658227541
Val_SMAPE,11.630187277130503,9.151211722607218,10.530399321042083
Test_RMSE,0.08479719976278911,0.08042762483823424,0.07939248027947363
Test_MAE,0.05642420911343843,0.05340770007094783,0.05109147617310063
Test_SMAPE,12.779234575314478,11.756251106091597,11.326290050013869
