,ANN,LSTM,RLS_Combiner
Train_RMSE,0.06458333321937079,0.051160898624012185,0.050550347784904075
Train_MAE,0.040695809652081534,0.032314609368454476,0.03161113254465926
Train_SMAPE,7.936544225952451,5.954098403868778,5.866056673007717
Val_RMSE,0.0621065339563766,0.04830058606926605,0.04898422848395074
Val_MAE,0.036635492075666756,0.028827104858741442,0.030017521189628648
Val_SMAPE,6.471802238389422,4.9259340515055765,5.138442059612417
Test_RMSE,0.08876293346803127,0.0830523397893919,0.08268549423355452
Test_MAE,0.05092183067390732,0.0462587934147084,0.04781426316463045
Test_SMAPE,8.36229435638008,7.4650946840138355,7.693630501766031
