,ANN,LSTM,RLS_Combiner
Train_RMSE,0.06636110794501819,0.05575191748043249,0.05185804201592374
Train_MAE,0.04339817418507764,0.038070675052573034,0.03269714609448149
Train_SMAPE,10.64912350032979,8.892370160008687,8.073157420673487
Val_RMSE,0.06071810793086179,0.05781573506253926,0.06145694274709236
Val_MAE,0.0375086673095027,0.03511759193880791,0.040299499091795074
Val_SMAPE,11.834908751658544,10.887522348355546,11.77311806058891
Test_RMSE,0.07176305694675758,0.061102020668950145,0.06209073388700404
Test_MAE,0.03944882232042862,0.03539120277009737,0.038497774971198585
Test_SMAPE,11.160162007292204,10.042690442310219,10.572935104056024
