,Mean,Std,Min,Max
NetLoadDemand,310.9290829986613,137.85040493995982,122.66666666666667,588.0
temperature_2m_historic,27.786773681640625,2.034832239151001,23.239999771118164,33.189998626708984
temperature_2m_forecast,27.86150550842285,1.631977915763855,24.716501235961914,32.416500091552734
shortwave_radiation_historic,251.25074768066406,321.541015625,0.0,1022.0
shortwave_radiation_forecast,252.8541717529297,321.282958984375,0.0,987.0
