,Mean,Std,Min,Max
NetLoadDemand,3651.8782242635334,1150.6835768939002,155.58333333333334,5506.0
temperature_2m_historic,28.120290756225586,1.6491804122924805,23.48149871826172,32.23149871826172
temperature_2m_forecast,27.911062240600586,0.9468128681182861,25.365501403808594,30.41550064086914
shortwave_radiation_historic,269.228271484375,335.6232604980469,0.0,1025.0
shortwave_radiation_forecast,267.3677673339844,333.4000244140625,0.0,992.0
