,Mean,Std,Min,Max
NetLoadDemand,1241.5203044439943,646.4870346026486,-300.8333333333333,4017.222222222222
temperature_2m_historic,26.911283493041992,1.9382139444351196,21.424999237060547,31.524999618530273
temperature_2m_forecast,26.940458297729492,1.7404075860977173,22.305500030517578,31.455501556396484
shortwave_radiation_historic,399.6827392578125,321.854248046875,0.0,1026.0
shortwave_radiation_forecast,398.4373474121094,318.5459899902344,0.0,986.0
