,Mean,Std,Min,Max
NetLoadDemand,533.9152189711226,324.8066037969057,108.0,1032.0
temperature_2m_historic,28.69428253173828,1.9334454536437988,23.283498764038086,33.18349838256836
temperature_2m_forecast,28.585844039916992,1.5631632804870605,24.760000228881836,32.40999984741211
shortwave_radiation_historic,402.0011901855469,323.7589111328125,0.0,1022.0
shortwave_radiation_forecast,404.5666809082031,322.146484375,0.0,987.0
