,Mean,Std,Min,Max
NetLoadDemand,930.9285712870131,118.7523173254914,696.9209166666666,1280.56
temperature_2m_historic,24.099821090698242,1.047216534614563,21.206998825073242,26.606998443603516
temperature_2m_forecast,24.324832916259766,0.866288959980011,21.98750114440918,26.387500762939453
shortwave_radiation_historic,0.0,0.0,0.0,0.0
shortwave_radiation_forecast,0.0,0.0,0.0,0.0
cloud_cover_historic,50.77777862548828,34.73856735229492,0.0,100.0
cloud_cover_forecast,62.53902053833008,21.567285537719727,0.0,100.0
