Time,Actual,ANN,LSTM,RLS
2024-01-03 00:00:00,196.0,201.58534240722656,207.46282958984375,203.47698655123034
2024-01-03 01:00:00,192.0,201.03807067871094,202.56459045410156,201.56743552322882
2024-01-03 02:00:00,188.0,195.8689727783203,200.2552947998047,196.9817281825368
2024-01-03 03:00:00,178.66666666666666,197.30801391601562,200.58262634277344,197.1501951481026
2024-01-03 04:00:00,181.33333333333334,198.88340759277344,200.9142608642578,197.91675876306385
2024-01-03 05:00:00,192.0,202.72584533691406,204.76780700683594,203.36258736735022
2024-01-03 06:00:00,221.33333333333334,238.6981964111328,250.6964874267578,244.37410103342398
2024-01-03 07:00:00,347.2,348.0995178222656,375.6635437011719,365.7657303253323
2024-01-03 08:00:00,430.0,421.9331970214844,460.30242919921875,451.0926419941747
2024-01-03 09:00:00,481.6,460.7442321777344,499.19781494140625,490.7303873800786
2024-01-03 10:00:00,516.0,478.7802734375,512.5755615234375,507.80273762693065
2024-01-03 11:00:00,522.0,482.79522705078125,519.7114868164062,514.5195797785016
2024-01-03 12:00:00,530.0,484.1661682128906,525.0667114257812,518.1459891913674
2024-01-03 13:00:00,510.0,491.5084228515625,527.5674438476562,522.344583990981
2024-01-03 14:00:00,534.0,491.10784912109375,528.6746215820312,523.6666613917737
2024-01-03 15:00:00,520.0,499.0157775878906,531.8057250976562,527.5047378509458
2024-01-03 16:00:00,514.6666666666666,488.14300537109375,518.7277221679688,515.2534454396954
2024-01-03 17:00:00,460.0,439.4432678222656,462.2088928222656,460.6923470901302
2024-01-03 18:00:00,332.0,338.3335266113281,347.7205505371094,346.8973806430915
2024-01-03 19:00:00,272.0,278.86883544921875,282.4346618652344,283.27633161786986
2024-01-03 20:00:00,237.33333333333334,247.95120239257812,246.01771545410156,248.6634611868342
2024-01-03 21:00:00,216.0,230.33981323242188,228.7950897216797,229.49758519708064
2024-01-03 22:00:00,210.66666666666666,216.94558715820312,216.56324768066406,215.27835382923558
2024-01-03 23:00:00,188.0,204.3792724609375,209.9691619873047,203.93809362550135
2024-01-04 00:00:00,192.0,200.1020965576172,209.81997680664062,203.3737264123181
2024-01-04 01:00:00,184.0,199.63198852539062,203.29193115234375,199.97385889567943
2024-01-04 02:00:00,188.0,193.88316345214844,201.68865966796875,195.47219710715152
2024-01-04 03:00:00,184.0,195.70347595214844,201.73245239257812,195.36566216745996
2024-01-04 04:00:00,184.0,197.4252166748047,202.58245849609375,196.81323097529454
2024-01-04 05:00:00,204.0,200.83660888671875,206.33718872070312,202.70829785124073
2024-01-04 06:00:00,229.33333333333334,235.64004516601562,250.30043029785156,243.28133383177953
2024-01-04 07:00:00,332.0,339.9188232421875,371.3659362792969,361.04815199270814
2024-01-04 08:00:00,420.0,410.13299560546875,450.8749694824219,441.4273142504558
2024-01-04 09:00:00,456.0,448.2812194824219,489.82550048828125,481.25241742907605
2024-01-04 10:00:00,494.0,466.1878662109375,501.7777404785156,497.1873219302222
2024-01-04 11:00:00,482.66666666666674,470.0860290527344,508.8882141113281,503.87084762095316
2024-01-04 12:00:00,502.0,470.50836181640625,513.9506225585938,507.2444186265239
2024-01-04 13:00:00,506.0,478.5470275878906,516.7701416015625,511.3896729934869
2024-01-04 14:00:00,500.0,477.36602783203125,516.815185546875,512.0084614687538
2024-01-04 15:00:00,508.0,485.99444580078125,520.98779296875,516.6182341061831
2024-01-04 16:00:00,488.0,475.4215393066406,508.96240234375,505.4550104976268
2024-01-04 17:00:00,434.0,429.0650329589844,455.0947265625,453.5047508760252
2024-01-04 18:00:00,323.2,332.1650695800781,343.72119140625,342.61288940409344
2024-01-04 19:00:00,256.0,275.2030944824219,281.14447021484375,281.58127690376284
2024-01-04 20:00:00,218.66666666666666,245.50558471679688,244.91299438476562,247.25381300556072
2024-01-04 21:00:00,200.0,228.405029296875,229.38681030273438,228.7054922825507
2024-01-04 22:00:00,184.0,215.52117919921875,217.28514099121094,214.81263903216944
2024-01-04 23:00:00,176.0,202.5862274169922,211.5679931640625,201.6619542980023
2024-01-05 00:00:00,180.8,198.2110595703125,206.46453857421875,200.73034842716794
2024-01-05 01:00:00,168.0,197.83932495117188,202.6435089111328,197.87860063786164
2024-01-05 02:00:00,172.0,191.3513946533203,199.71014404296875,192.88977604636875
2024-01-05 03:00:00,168.0,193.6577911376953,200.23402404785156,193.12060237384728
2024-01-05 04:00:00,164.0,195.56613159179688,200.55833435058594,194.73198579754643
2024-01-05 05:00:00,180.0,198.4279327392578,204.32286071777344,200.4834133233433
2024-01-05 06:00:00,208.0,231.7411346435547,250.64279174804688,242.7936355951467
2024-01-05 07:00:00,329.6,329.489013671875,377.4676513671875,365.5233569645307
2024-01-05 08:00:00,420.0,395.0885314941406,464.5064697265625,453.4190141102522
2024-01-05 09:00:00,464.0,432.3917236328125,502.9377746582031,492.79197965324704
2024-01-05 10:00:00,464.0,450.1333923339844,517.2001342773438,511.94937250858413
2024-01-05 11:00:00,502.0,453.88262939453125,524.2157592773438,518.2139647324399
2024-01-05 12:00:00,500.0,453.0955505371094,529.65576171875,521.663968463429
2024-01-05 13:00:00,504.0,462.0220947265625,532.1622314453125,525.6659690606024
2024-01-05 14:00:00,522.6666666666666,459.8461608886719,533.66064453125,527.7418070425086
2024-01-05 15:00:00,526.0,469.39312744140625,536.3792114257812,531.2580572387243
2024-01-05 16:00:00,528.0,459.2024230957031,522.5929565429688,517.9814909933801
2024-01-05 17:00:00,485.3333333333333,415.83349609375,465.4010314941406,462.9186970079981
2024-01-05 18:00:00,384.0,324.30072021484375,349.8020324707031,347.88346212660355
