Time,NetLoadDemand,data_manipulated
2024-01-02 00:00:00,2851.0,0
2024-01-02 00:15:00,2805.0,0
2024-01-02 00:30:00,2729.0,0
2024-01-02 00:45:00,2720.0,0
2024-01-02 01:00:00,2795.0,0
2024-01-02 01:15:00,2746.0,0
2024-01-02 01:30:00,2646.0,0
2024-01-02 01:45:00,2664.0,0
2024-01-02 02:00:00,2590.0,0
2024-01-02 02:15:00,2603.0,0
2024-01-02 02:30:00,2579.0,0
2024-01-02 02:45:00,2580.0,0
2024-01-02 03:00:00,2502.0,0
2024-01-02 03:15:00,2564.0,0
2024-01-02 03:30:00,2547.0,0
2024-01-02 03:45:00,2534.0,0
2024-01-02 04:00:00,2477.0,0
2024-01-02 04:15:00,2508.0,0
2024-01-02 04:30:00,2578.0,0
2024-01-02 04:45:00,2575.0,0
2024-01-02 05:00:00,2547.0,0
2024-01-02 05:15:00,2544.0,0
2024-01-02 05:30:00,2680.0,0
2024-01-02 05:45:00,2662.0,0
2024-01-02 06:00:00,2714.0,0
2024-01-02 06:15:00,2821.0,0
2024-01-02 06:30:00,2943.0,0
2024-01-02 06:45:00,2928.0,0
2024-01-02 07:00:00,2972.0,0
2024-01-02 07:15:00,2822.0,0
2024-01-02 07:30:00,2863.0,0
2024-01-02 07:45:00,2306.0,0
2024-01-02 08:00:00,2061.0,0
2024-01-02 08:15:00,1801.0,0
2024-01-02 08:30:00,3061.0,0
2024-01-02 08:45:00,1923.0,0
2024-01-02 09:00:00,2543.0,0
2024-01-02 09:15:00,2077.0,0
2024-01-02 09:30:00,2602.0,0
2024-01-02 09:45:00,1070.0,0
2024-01-02 10:00:00,798.5,0
2024-01-02 10:15:00,-179.0,0
2024-01-02 10:30:00,219.0,0
2024-01-02 10:45:00,1744.0,0
2024-01-02 11:00:00,-789.0,0
2024-01-02 11:15:00,-376.0,0
2024-01-02 11:30:00,-127.0,0
2024-01-02 11:45:00,-83.0,0
2024-01-02 12:00:00,625.0,0
2024-01-02 12:15:00,-468.0,0
2024-01-02 12:30:00,1129.0,0
2024-01-02 12:45:00,-281.0,0
2024-01-02 13:00:00,2132.0,0
2024-01-02 13:15:00,1909.0,0
2024-01-02 13:30:00,203.0,0
2024-01-02 13:45:00,206.0,0
2024-01-02 14:00:00,415.0,0
2024-01-02 14:15:00,226.0,0
2024-01-02 14:30:00,2540.0,0
2024-01-02 14:45:00,2504.0,0
2024-01-02 15:00:00,2888.0,0
2024-01-02 15:15:00,1326.0,0
2024-01-02 15:30:00,2152.0,0
2024-01-02 15:45:00,1949.0,0
2024-01-02 16:00:00,2431.0,0
2024-01-02 16:15:00,2383.0,0
2024-01-02 16:30:00,2838.0,0
2024-01-02 16:45:00,3230.0,0
2024-01-02 17:00:00,3169.0,0
2024-01-02 17:15:00,3414.0,0
2024-01-02 17:30:00,3619.0,0
2024-01-02 17:45:00,3746.0,0
2024-01-02 18:00:00,3806.0,0
2024-01-02 18:15:00,3787.0,0
2024-01-02 18:30:00,3726.0,0
2024-01-02 18:45:00,3736.0,0
2024-01-02 19:00:00,3648.0,0
2024-01-02 19:15:00,3704.0,0
2024-01-02 19:30:00,3662.0,0
2024-01-02 19:45:00,3649.0,0
2024-01-02 20:00:00,3573.0,0
2024-01-02 20:15:00,3532.0,0
2024-01-02 20:30:00,3516.0,0
2024-01-02 20:45:00,3533.0,0
2024-01-02 21:00:00,3472.0,0
2024-01-02 21:15:00,3364.0,0
2024-01-02 21:30:00,3395.0,0
2024-01-02 21:45:00,3339.0,0
2024-01-02 22:00:00,3289.0,0
2024-01-02 22:15:00,3135.0,0
2024-01-02 22:30:00,3199.0,0
2024-01-02 22:45:00,3161.0,0
2024-01-02 23:00:00,3107.0,0
2024-01-02 23:15:00,3060.0,0
2024-01-02 23:30:00,3000.0,0
2024-01-02 23:45:00,3049.0,0
2024-01-03 00:00:00,2903.0,0
2024-01-03 00:15:00,2927.0,0
2024-01-03 00:30:00,2973.0,0
2024-01-03 00:45:00,2924.0,0
2024-01-03 01:00:00,2953.0,0
2024-01-03 01:15:00,2983.0,0
2024-01-03 01:30:00,2915.0,0
2024-01-03 01:45:00,2823.0,0
2024-01-03 02:00:00,2844.0,0
2024-01-03 02:15:00,2820.0,0
2024-01-03 02:30:00,2762.0,0
2024-01-03 02:45:00,2716.0,0
2024-01-03 03:00:00,2697.0,0
2024-01-03 03:15:00,2678.0,0
2024-01-03 03:30:00,2668.0,0
2024-01-03 03:45:00,2654.0,0
2024-01-03 04:00:00,2688.0,0
2024-01-03 04:15:00,2722.0,0
2024-01-03 04:30:00,2686.0,0
2024-01-03 04:45:00,2752.0,0
2024-01-03 05:00:00,2732.0,0
2024-01-03 05:15:00,2680.0,0
2024-01-03 05:30:00,2835.0,0
2024-01-03 05:45:00,2735.0,0
2024-01-03 06:00:00,2909.0,0
2024-01-03 06:15:00,2910.0,0
2024-01-03 06:30:00,3083.0,0
2024-01-03 06:45:00,2991.0,0
2024-01-03 07:00:00,2993.0,0
2024-01-03 07:15:00,2964.0,0
2024-01-03 07:30:00,2594.0,0
2024-01-03 07:45:00,2405.0,0
2024-01-03 08:00:00,2201.0,0
2024-01-03 08:15:00,1906.0,0
2024-01-03 08:30:00,3557.0,0
2024-01-03 08:45:00,1432.0,0
2024-01-03 09:00:00,966.0,0
2024-01-03 09:15:00,1964.0,0
2024-01-03 09:30:00,928.0,0
2024-01-03 09:45:00,2432.0,0
2024-01-03 10:00:00,1705.0,0
2024-01-03 10:15:00,2399.0,0
2024-01-03 10:30:00,617.0,0
2024-01-03 10:45:00,367.0,0
2024-01-03 11:00:00,-534.0,0
2024-01-03 11:15:00,-19.0,0
2024-01-03 11:30:00,952.0,0
2024-01-03 11:45:00,2102.0,0
2024-01-03 12:00:00,412.0,0
2024-01-03 12:15:00,-1213.0,0
2024-01-03 12:30:00,699.0,0
2024-01-03 12:45:00,250.0,0
2024-01-03 13:00:00,-770.0,0
2024-01-03 13:15:00,-388.0,0
2024-01-03 13:30:00,-15.0,0
2024-01-03 13:45:00,994.0,0
2024-01-03 14:00:00,613.0,0
2024-01-03 14:15:00,-323.0,0
2024-01-03 14:30:00,917.0,0
2024-01-03 14:45:00,1044.0,0
2024-01-03 15:00:00,1232.0,0
2024-01-03 15:15:00,1414.0,0
2024-01-03 15:30:00,2016.0,0
2024-01-03 15:45:00,2575.0,0
2024-01-03 16:00:00,1992.0,0
2024-01-03 16:15:00,2727.0,0
2024-01-03 16:30:00,3119.0,0
2024-01-03 16:45:00,2892.0,0
2024-01-03 17:00:00,3094.0,0
2024-01-03 17:15:00,3608.0,0
2024-01-03 17:30:00,3761.0,0
2024-01-03 17:45:00,3825.0,0
2024-01-03 18:00:00,3869.0,0
2024-01-03 18:15:00,3857.0,0
2024-01-03 18:30:00,3812.0,0
2024-01-03 18:45:00,3836.0,0
2024-01-03 19:00:00,3858.0,0
2024-01-03 19:15:00,3779.0,0
2024-01-03 19:30:00,3730.0,0
2024-01-03 19:45:00,3745.0,0
2024-01-03 20:00:00,3623.0,0
2024-01-03 20:15:00,3639.0,0
2024-01-03 20:30:00,3561.0,0
2024-01-03 20:45:00,3502.0,0
2024-01-03 21:00:00,3449.0,0
2024-01-03 21:15:00,3390.0,0
2024-01-03 21:30:00,3423.0,0
2024-01-03 21:45:00,3339.0,0
2024-01-03 22:00:00,3391.0,0
2024-01-03 22:15:00,3199.0,0
2024-01-03 22:30:00,3333.0,0
2024-01-03 22:45:00,3300.0,0
2024-01-03 23:00:00,3197.0,0
2024-01-03 23:15:00,3156.0,0
2024-01-03 23:30:00,3103.0,0
2024-01-03 23:45:00,3150.0,0
2024-01-04 00:00:00,3025.0,0
2024-01-04 00:15:00,3029.5,0
2024-01-04 00:30:00,2950.0,0
2024-01-04 00:45:00,2980.0,0
2024-01-04 01:00:00,2944.0,0
2024-01-04 01:15:00,2957.0,0
2024-01-04 01:30:00,2981.0,0
2024-01-04 01:45:00,2944.0,0
2024-01-04 02:00:00,2840.0,0
2024-01-04 02:15:00,2728.0,0
2024-01-04 02:30:00,2788.0,0
2024-01-04 02:45:00,2709.0,0
2024-01-04 03:00:00,2726.0,0
2024-01-04 03:15:00,2759.0,0
2024-01-04 03:30:00,2690.0,0
2024-01-04 03:45:00,2746.0,0
2024-01-04 04:00:00,2716.5,0
2024-01-04 04:15:00,2760.0,0
2024-01-04 04:30:00,2784.0,0
