Time,NetLoadDemand,data_manipulated
2024-03-17 00:00:00,4140.333333333333,0
2024-03-17 00:15:00,4123.25,0
2024-03-17 00:30:00,4083.0,0
2024-03-17 00:45:00,4084.0,0
2024-03-17 01:00:00,4025.6666666666665,0
2024-03-17 01:15:00,3967.6666666666665,0
2024-03-17 01:30:00,3939.3333333333335,0
2024-03-17 01:45:00,3902.0,0
2024-03-17 02:00:00,3864.6666666666665,0
2024-03-17 02:15:00,3820.5,0
2024-03-17 02:30:00,3842.0,0
2024-03-17 02:45:00,3792.3333333333335,0
2024-03-17 03:00:00,3730.0,0
2024-03-17 03:15:00,3710.3333333333335,0
2024-03-17 03:30:00,3762.0,0
2024-03-17 03:45:00,3701.0,0
2024-03-17 04:00:00,3667.6666666666665,0
2024-03-17 04:15:00,3687.0,0
2024-03-17 04:30:00,3684.0,0
2024-03-17 04:45:00,3695.3333333333335,0
2024-03-17 05:00:00,3649.6666666666665,0
2024-03-17 05:15:00,3698.3333333333335,0
2024-03-17 05:30:00,3736.6666666666665,0
2024-03-17 05:45:00,3743.6666666666665,0
2024-03-17 06:00:00,3758.6666666666665,0
2024-03-17 06:15:00,3778.3333333333335,0
2024-03-17 06:30:00,3738.6666666666665,0
2024-03-17 06:45:00,3783.3333333333335,0
2024-03-17 07:00:00,3627.0,0
2024-03-17 07:15:00,3508.3333333333335,0
2024-03-17 07:30:00,3270.6666666666665,0
2024-03-17 07:45:00,3343.3333333333335,0
2024-03-17 08:00:00,2963.6666666666665,0
2024-03-17 08:15:00,2985.3333333333335,0
2024-03-17 08:30:00,2640.3333333333335,0
2024-03-17 08:45:00,2744.6666666666665,0
2024-03-17 09:00:00,2683.0,0
2024-03-17 09:15:00,2484.6666666666665,0
2024-03-17 09:30:00,2227.6666666666665,0
2024-03-17 09:45:00,1860.0,0
2024-03-17 10:00:00,1472.6666666666667,0
2024-03-17 10:15:00,1356.3333333333333,0
2024-03-17 10:30:00,1245.0,0
2024-03-17 10:45:00,1326.3333333333333,0
2024-03-17 11:00:00,1438.6666666666667,0
2024-03-17 11:15:00,2117.0,0
2024-03-17 11:30:00,1593.6666666666667,0
2024-03-17 11:45:00,1841.6666666666667,0
2024-03-17 12:00:00,1421.6666666666667,0
2024-03-17 12:15:00,1743.6666666666667,0
2024-03-17 12:30:00,1380.0,0
2024-03-17 12:45:00,1745.0,0
2024-03-17 13:00:00,1520.0,0
2024-03-17 13:15:00,1446.6666666666667,0
2024-03-17 13:30:00,1221.3333333333333,0
2024-03-17 13:45:00,1403.6666666666667,0
2024-03-17 14:00:00,1304.6666666666667,0
2024-03-17 14:15:00,1539.0,0
2024-03-17 14:30:00,1868.0,0
2024-03-17 14:45:00,1551.0,0
2024-03-17 15:00:00,2040.3333333333333,0
2024-03-17 15:15:00,1955.3333333333333,0
2024-03-17 15:30:00,2103.6666666666665,0
2024-03-17 15:45:00,2330.3333333333335,0
2024-03-17 16:00:00,2797.0,0
2024-03-17 16:15:00,3101.6666666666665,0
2024-03-17 16:30:00,3091.0,0
2024-03-17 16:45:00,3397.3333333333335,0
2024-03-17 17:00:00,3728.3333333333335,0
2024-03-17 17:15:00,3784.0,0
2024-03-17 17:30:00,3886.3333333333335,0
2024-03-17 17:45:00,4203.333333333333,0
2024-03-17 18:00:00,4324.333333333333,0
2024-03-17 18:15:00,4445.333333333333,0
2024-03-17 18:30:00,4560.666666666667,0
2024-03-17 18:45:00,4713.0,0
2024-03-17 19:00:00,4803.0,0
2024-03-17 19:15:00,4851.0,0
2024-03-17 19:30:00,4856.0,0
2024-03-17 19:45:00,4930.0,0
2024-03-17 20:00:00,4901.333333333333,0
2024-03-17 20:15:00,4884.333333333333,0
2024-03-17 20:30:00,4886.333333333333,0
2024-03-17 20:45:00,4864.333333333333,0
2024-03-17 21:00:00,4773.0,0
2024-03-17 21:15:00,4794.333333333333,0
2024-03-17 21:30:00,4720.0,0
2024-03-17 21:45:00,4684.666666666667,0
2024-03-17 22:00:00,4643.666666666667,0
2024-03-17 22:15:00,4590.666666666667,0
2024-03-17 22:30:00,4515.666666666667,0
2024-03-17 22:45:00,4476.0,0
2024-03-17 23:00:00,4409.0,0
2024-03-17 23:15:00,4379.666666666667,0
2024-03-17 23:30:00,4272.666666666667,0
2024-03-17 23:45:00,4201.333333333333,0
2024-03-18 00:00:00,4163.333333333333,0
2024-03-18 00:15:00,4127.75,0
2024-03-18 00:30:00,4076.3333333333335,0
2024-03-18 00:45:00,4039.3333333333335,0
2024-03-18 01:00:00,4001.3333333333335,0
2024-03-18 01:15:00,3952.6666666666665,0
2024-03-18 01:30:00,3910.6666666666665,0
2024-03-18 01:45:00,3872.6666666666665,0
2024-03-18 02:00:00,3857.0,0
2024-03-18 02:15:00,3826.6666666666665,0
