Time,Actual,ANN,LSTM,RLS
2024-01-02 00:00:00,126.0,153.73768615722656,156.28109741210938,159.6713444732706
2024-01-02 01:00:00,126.0,150.45556640625,148.36119079589844,149.959579925847
2024-01-02 02:00:00,126.0,147.60818481445312,149.98028564453125,151.5951530535709
2024-01-02 03:00:00,126.0,146.88455200195312,149.5885772705078,146.58871651546139
2024-01-02 04:00:00,132.0,146.98789978027344,146.8977813720703,147.03628039122702
2024-01-02 05:00:00,120.0,150.70521545410156,150.33804321289062,144.91959742271354
2024-01-02 06:00:00,148.0,170.61878967285156,172.3447265625,164.53924598343502
2024-01-02 07:00:00,260.0,267.2330627441406,280.3216552734375,260.5573630247527
2024-01-02 08:00:00,554.4,569.6967163085938,598.0448608398438,575.7167495540408
2024-01-02 09:00:00,765.0,801.8895874023438,828.1060791015625,810.719152643824
2024-01-02 10:00:00,858.0,880.391357421875,899.9801635742188,885.6040874535281
2024-01-02 11:00:00,885.0,897.6611328125,911.7138671875,898.6242221720636
2024-01-02 12:00:00,894.0,898.7863159179688,918.6919555664062,903.6002544875284
2024-01-02 13:00:00,876.0,896.9796142578125,911.04248046875,895.9987651344171
2024-01-02 14:00:00,888.0,885.736572265625,903.0579223632812,887.4038711695059
2024-01-02 15:00:00,758.4,862.0243530273438,874.851806640625,861.702284602776
2024-01-02 16:00:00,740.0,792.6181640625,804.3671264648438,790.2391603148053
2024-01-02 17:00:00,441.0,566.8245849609375,577.1117553710938,574.3387145906295
2024-01-02 18:00:00,249.0,324.7418212890625,331.6486511230469,334.19548982870424
2024-01-02 19:00:00,180.0,219.71624755859375,231.1677703857422,227.07796116057378
2024-01-02 20:00:00,143.99999999999997,180.52978515625,183.82391357421875,188.50055047384453
2024-01-02 21:00:00,132.0,165.24542236328125,164.4713897705078,161.30628803887532
2024-01-02 22:00:00,138.0,158.51206970214844,154.40310668945312,140.86069279796743
2024-01-02 23:00:00,135.0,154.38583374023438,152.9091339111328,141.8526509757188
2024-01-03 00:00:00,132.0,153.4562530517578,154.4610595703125,157.649944296759
2024-01-03 01:00:00,135.0,150.4085693359375,147.38584899902344,147.536349011693
2024-01-03 02:00:00,138.0,147.51861572265625,148.07443237304688,148.86854795206952
2024-01-03 03:00:00,138.0,146.7854766845703,148.85955810546875,143.29011285892346
2024-01-03 04:00:00,141.0,146.60585021972656,145.68544006347656,144.1215002347497
2024-01-03 05:00:00,143.99999999999997,150.6949920654297,150.1710968017578,143.13814643082037
2024-01-03 06:00:00,143.99999999999997,170.69558715820312,174.18142700195312,166.70701812543575
2024-01-03 07:00:00,206.99999999999997,267.9938659667969,290.3922424316406,276.1569257098703
2024-01-03 08:00:00,516.0,573.3135986328125,624.8199462890625,596.1758971393109
2024-01-03 09:00:00,751.2,806.11669921875,863.5493774414062,835.2231115598736
2024-01-03 10:00:00,852.0,884.8914184570312,940.4540405273438,913.7484662126858
2024-01-03 11:00:00,906.0,902.174072265625,952.4679565429688,928.38840947239
2024-01-03 12:00:00,891.0,903.9771728515625,956.0751953125,932.1378198418222
2024-01-03 13:00:00,884.0,902.2885131835938,951.8908081054688,927.4636991074399
2024-01-03 14:00:00,876.0,889.7068481445312,938.83642578125,916.3972486336284
2024-01-03 15:00:00,852.0,867.3929443359375,914.8046264648438,890.1548461185062
2024-01-03 16:00:00,765.0,796.6729736328125,843.3560791015625,818.8787397185449
2024-01-03 17:00:00,504.0,569.679931640625,601.9879760742188,588.5794387177392
2024-01-03 18:00:00,244.8,325.829345703125,335.4320068359375,336.77513715929047
2024-01-03 19:00:00,183.0,219.9998779296875,228.26458740234375,227.99000475767517
2024-01-03 20:00:00,162.0,180.92698669433594,182.50257873535156,186.587517586441
2024-01-03 21:00:00,143.99999999999997,165.30950927734375,163.50865173339844,157.62648837824037
2024-01-03 22:00:00,141.0,158.3745880126953,154.572021484375,141.93142508659594
2024-01-03 23:00:00,138.0,154.19932556152344,152.81808471679688,141.70677839619202
2024-01-04 00:00:00,138.0,153.4562530517578,154.44668579101562,156.8088202697145
2024-01-04 01:00:00,132.0,150.4085693359375,147.40956115722656,147.0444517064064
2024-01-04 02:00:00,126.0,147.51861572265625,148.12806701660156,148.68914332849525
2024-01-04 03:00:00,123.0,146.7854766845703,148.8185577392578,142.88254023098187
2024-01-04 04:00:00,120.0,146.60585021972656,145.6473846435547,143.89417950710265
2024-01-04 05:00:00,126.0,150.6949920654297,150.29624938964844,143.5699573012526
2024-01-04 06:00:00,149.99999999999997,170.69558715820312,174.57603454589844,166.64453593286447
2024-01-04 07:00:00,228.0,267.9938659667969,291.00311279296875,276.0905673411701
2024-01-04 08:00:00,494.4,573.3135986328125,626.1062622070312,595.9439136457116
2024-01-04 09:00:00,748.8,806.11669921875,865.248291015625,835.1334171219395
2024-01-04 10:00:00,852.0,884.8914184570312,942.4441528320312,914.17794671207
2024-01-04 11:00:00,882.0,902.174072265625,954.333740234375,929.3757277371162
2024-01-04 12:00:00,892.0,903.9771728515625,957.7578735351562,932.7632245135537
2024-01-04 13:00:00,891.0,902.2885131835938,953.678466796875,928.1619902272014
2024-01-04 14:00:00,876.0,889.7068481445312,940.6182861328125,917.203254789516
2024-01-04 15:00:00,858.0,867.3929443359375,916.5562133789062,890.881732182811
2024-01-04 16:00:00,770.4,796.6729736328125,845.3624267578125,819.5576791393164
2024-01-04 17:00:00,519.0,569.679931640625,603.3028564453125,588.1965639031998
2024-01-04 18:00:00,249.6,325.829345703125,335.6535949707031,335.6806490929732
2024-01-04 19:00:00,180.0,219.9998779296875,228.21524047851562,227.40751581604343
