Actual,ANN,LSTM
799.3172307692307,1005.9426,1049.6676
788.726,994.7547,950.52496
776.5425833333334,961.69147,896.8371
781.5640833333333,1018.5128,830.9185
760.0315833333334,967.6594,972.78705
762.6886666666666,988.2476,968.9999
786.5711666666666,960.2103,936.9109
869.2784166666667,1014.80096,961.4166
944.8217500000001,1011.1066,907.9767
931.1455833333333,940.6309,931.0908
923.8944166666666,1028.962,972.95435
926.9780833333334,966.3454,936.6702
951.9785,1022.731,976.9913
968.7913333333332,991.5877,954.9006
949.8965833333333,1009.6351,945.71625
1010.1085833333333,1032.8877,1041.0471
984.2222499999999,1072.4487,1043.572
881.6923333333334,953.104,909.5083
869.9225833333334,1045.628,907.04333
854.7339166666667,1014.71216,948.1153
857.7369166666667,1003.5836,990.00977
838.1795000000001,1000.2645,866.30164
809.7159166666667,987.704,868.75397
778.0717500000001,948.42285,937.04785
736.9570833333333,961.0457,990.08374
739.1933333333333,935.0648,837.2396
719.4295000000001,863.238,756.6002
719.3698333333333,983.1198,687.9218
705.1750833333334,870.665,863.4203
713.0999166666667,925.4508,863.1194
755.5850833333334,864.9842,821.51
756.2510000000001,964.55414,846.5093
806.4663333333333,962.7106,790.8617
810.0314166666667,839.0509,815.0498
756.0976666666667,989.8389,865.4502
792.03425,888.95013,812.5801
880.656,992.52026,888.9543
901.9930833333333,950.6145,884.5759
914.349,982.0115,896.1629
982.97725,1018.84296,992.99524
969.5200833333333,1100.683,986.809
894.2713333333332,889.3182,867.51434
881.7506666666667,1041.3473,853.2753
868.6825,978.269,856.21893
811.6793333333334,949.5779,900.9029
829.9809166666668,940.64984,784.37585
789.5749166666666,929.63617,760.7231
777.8813333333333,862.0092,822.6841
753.5012499999999,945.50995,902.11554
717.3825833333334,877.1201,720.6106
700.5365,852.6767,662.14386
717.0954166666667,920.15326,655.3148
704.3065833333334,811.70905,751.3577
707.261,902.838,751.8974
728.2973333333333,830.82526,710.19904
690.3941666666666,869.84406,722.80743
680.0163333333334,920.11816,666.6735
742.7505,777.5365,721.1465
665.2244166666667,950.6089,740.84454
701.9516666666667,851.19464,696.0633
656.3310833333334,912.2781,766.1802
689.3216666666667,890.0653,756.22437
677.4871666666666,875.29553,764.5963
756.6993333333334,992.1563,888.6224
752.0638333333333,1038.9978,875.6974
776.49625,858.87604,760.1885
816.88225,928.21857,789.67126
825.0925833333334,896.9609,799.6277
823.7019999999999,903.8471,819.1518
811.93025,880.7688,765.71967
776.5574166666667,877.28564,740.86096
770.5460833333333,822.30316,745.8941
744.7933333333334,879.6439,803.51166
726.5280833333333,809.68884,692.8698
718.1991666666667,822.8986,678.5202
710.3401666666667,940.33813,667.25806
702.593,797.2878,685.43475
713.0794166666666,896.7103,693.032
717.1521666666667,793.51276,683.22577
764.3805000000001,853.5875,732.22064
739.9939166666667,882.5223,697.9513
697.5328333333333,791.0011,670.2289
719.7091666666666,866.7683,692.72626
684.855,836.1256,652.3532
677.5069166666667,835.5311,680.09564
731.0589166666667,831.04926,703.88965
810.0268333333333,867.38165,779.5474
816.8848333333334,921.1505,814.0875
