Actual,ANN,LSTM
181.20000000000002,173.36179,100.2304
175.5,165.4398,138.73248
211.20000000000002,199.33888,167.22272
255.6,242.63177,205.39244
366.3,320.3845,293.94055
476.1,382.12677,396.4918
595.8,443.93277,495.0846
638.1,463.59628,540.7629
653.4,470.4883,541.6563
646.2,502.02554,532.7358
651.6,472.91138,534.30316
671.4,470.37207,527.7876
654.3,452.15988,526.5495
616.5,453.92776,485.729
507.59999999999997,376.81967,389.33932
372.6,295.18045,296.05273
286.2,262.8164,248.38719
247.20000000000002,221.34328,169.08702
222.3,195.5776,160.7982
208.8,191.05501,133.14148
198.0,183.44095,133.16801
197.28,170.99191,192.7362
196.2,160.19159,178.26698
196.2,158.47018,135.51875
196.2,156.10149,116.16375
194.4,155.15578,188.34647
223.20000000000002,183.96179,212.88138
266.4,251.22012,240.0277
363.6,354.31494,343.81134
475.2,433.1039,465.31802
575.1,512.4772,566.27216
667.8,564.3639,635.9801
658.8000000000001,570.3617,630.2874
668.4,589.356,648.4534
688.5,583.2863,655.17993
674.1,574.0794,612.9936
648.0,557.2462,619.5885
626.4,530.2227,570.9944
456.3,422.58765,421.11765
333.9,321.2434,329.42715
277.2,263.28214,274.37564
252.0,228.09714,217.32741
226.79999999999998,213.77895,204.48541
204.0,182.86293,169.7231
197.1,180.1016,158.4232
190.8,191.57901,180.63255
188.4,184.26242,175.95065
189.0,181.25044,167.93141
189.9,182.36946,156.9755
195.3,188.16629,184.72128
225.0,217.42429,214.0004
276.3,275.13916,267.55765
392.4,392.2746,392.98022
459.9,459.96768,470.34146
572.4,565.2595,585.5672
621.0,619.32135,639.4051
648.0,639.722,662.7241
650.7,644.62036,668.80914
659.7,648.9327,679.08734
641.7,634.9419,651.845
630.9,623.5399,646.6027
584.4,576.25525,597.50085
465.3,465.29837,467.15207
357.3,356.12845,358.47723
293.4,293.78445,289.40228
261.0,259.75967,250.71396
224.4,224.87296,214.91539
214.2,210.66154,200.84766
208.8,207.76614,191.21608
202.32,198.11902,196.40274
205.2,204.88582,199.96431
200.4,197.97287,194.81544
196.20000000000002,194.32234,189.04909
193.20000000000002,191.2128,187.22932
225.6,223.3517,222.1902
285.3,284.81833,282.61584
387.9,388.81952,387.20804
478.8,478.20258,474.00162
558.0,558.99994,561.46014
633.6,630.9034,627.4736
612.9,617.9688,622.7063
634.5,636.90466,634.0572
617.4,626.144,632.0354
613.8,620.8675,621.88434
599.4,606.629,608.6549
594.9,592.3746,590.1482
502.2,495.4974,492.79608
364.5,367.935,365.18927
320.4,319.25977,318.2431
237.6,239.12941,235.69376
214.2,210.13359,209.84938
194.4,196.0808,198.52174
188.4,186.36028,189.14684
190.07999999999998,201.4579,193.03023
189.0,204.84932,204.12889
181.8,202.71878,228.30098
